	NNTYPE	KOD1	POW1	KAT1	ODL1	KOD2	POW2	KAT2	KOD3	KOD4	KAT4	KOD5	WYJSCIE
reiz1_l22936	TRAIN	1	14	191	44	1	28	146	16	16	-1	16	l2
reiz1_l22937	TRAIN	1	25	191	46	1	20	145	16	16	-1	16	l2
reiz1_l22938	TRAIN	1	23	190	45	1	17	145	16	16	-1	16	l2
reiz1_l22939	TRAIN	1	26	190	45	1	22	145	16	16	-1	16	l2
reiz1_l22940	TRAIN	1	29	190	44	1	10	144	16	16	-1	16	l2
reiz1_l22941	TRAIN	1	30	192	44	1	24	145	16	16	-1	16	l2
reiz1_l22942	TRAIN	1	15	189	43	1	21	145	16	16	-1	16	l2
reiz1_l22943	TRAIN	1	37	191	46	1	26	144	16	16	-1	16	l2
reiz1_l22944	TRAIN	1	38	192	45	1	18	144	16	16	-1	16	l2
reiz1_l22945	TRAIN	1	31	191	46	1	19	145	16	16	-1	16	l2
reiz1_l22946	TRAIN	1	33	190	45	1	23	145	16	16	-1	16	l2
reiz1_l22947	TRAIN	1	27	191	45	1	22	145	16	16	-1	16	l2
reiz1_l22948	TRAIN	1	29	192	45	1	17	145	16	16	-1	16	l2
reiz1_l22949	TRAIN	1	23	190	45	1	18	145	16	16	-1	16	l2
reiz1_l22950	TRAIN	2	13	148	43	1	10	190	16	16	-1	16	l2
reiz1_l22951	TRAIN	1	29	192	45	1	15	145	16	16	-1	16	l2
reiz1_l22952	TRAIN	1	26	190	46	1	32	145	16	16	-1	16	l2
reiz1_l22953	TRAIN	1	29	190	46	1	31	145	16	16	-1	16	l2
reiz1_l22954	TRAIN	1	30	191	44	1	28	145	16	16	-1	16	l2
reiz1_l22955	TRAIN	1	20	191	42	1	11	145	16	16	-1	16	l2
reiz1_l22956	TRAIN	1	26	190	46	1	26	144	16	16	-1	16	l2
reiz1_l22957	TRAIN	1	29	191	46	1	13	146	16	16	-1	16	l2
reiz1_l22958	TRAIN	1	32	190	45	1	29	145	16	16	-1	16	l2
reiz1_l22959	TRAIN	1	29	190	46	1	21	144	16	16	-1	16	l2
reiz1_l22960	TRAIN	1	36	190	45	1	20	145	16	16	-1	16	l2
reiz1_l22961	TRAIN	1	31	190	46	1	30	144	16	16	-1	16	l2
reiz1_l22962	TRAIN	1	29	190	45	1	20	145	16	16	-1	16	l2
reiz1_l22963	TRAIN	1	17	191	44	1	26	145	16	16	-1	16	l2
reiz1_l22964	TRAIN	1	12	189	50	1	24	144	16	16	-1	16	l2
reiz1_l22965	TRAIN	1	33	188	45	1	19	143	16	16	-1	16	l2
reiz1_l22966	TRAIN	1	31	189	46	1	17	143	16	16	-1	16	l2
reiz1_l22967	TRAIN	1	39	188	44	1	17	142	16	16	-1	16	l2
reiz1_l22968	TRAIN	1	34	186	45	1	10	142	16	16	-1	16	l2
reiz1_l22969	TRAIN	2	5	143	44	1	30	185	16	16	-1	16	l2
reiz1_l22970	TRAIN	1	26	183	43	1	13	141	16	16	-1	16	l2
reiz1_l22971	TRAIN	1	38	183	44	1	3	140	16	16	-1	16	l2
reiz1_l22972	TRAIN	2	11	142	43	1	25	181	16	16	-1	16	l2
reiz1_l22973	TRAIN	2	8	139	42	1	36	180	16	16	-1	16	l2
reiz1_l22974	TRAIN	2	12	138	43	1	36	179	16	16	-1	16	l2
reiz1_l22975	TRAIN	2	21	139	44	1	25	179	16	16	-1	16	l2
reiz1_l22976	TRAIN	2	2	135	40	1	14	176	16	16	-1	16	l2
reiz1_l22977	TRAIN	2	10	135	42	1	29	174	16	16	-1	16	l2
reiz1_l22978	TRAIN	1	53	175	42	1	2	131	16	16	-1	16	l2
reiz1_l22979	TRAIN	2	9	132	41	1	30	174	16	16	-1	16	l2
reiz1_l22980	TRAIN	2	2	130	42	1	31	173	16	16	-1	16	l2
reiz1_l22981	TRAIN	2	14	128	39	1	34	169	16	16	-1	16	l2
reiz1_l33435	TRAIN	2	10	130	34	1	6	157	1	16	-1	16	l3
reiz1_l33436	TRAIN	2	15	129	36	1	11	156	1	16	-1	16	l3
reiz1_l33437	TRAIN	2	24	126	35	1	9	157	1	16	-1	16	l3
reiz1_l33438	TRAIN	2	24	124	37	1	6	156	1	16	-1	16	l3
reiz1_l33439	TRAIN	2	29	122	38	1	12	153	1	16	-1	16	l3
reiz1_l33440	TRAIN	2	27	119	39	1	17	153	1	16	-1	16	l3
reiz1_l33441	TRAIN	2	23	119	39	1	14	156	1	16	-1	16	l3
reiz1_l33442	TRAIN	2	6	119	43	1	8	154	1	16	-1	16	l3
reiz1_l33443	TRAIN	2	2	111	34	1	16	153	1	16	-1	16	l3
reiz1_l33444	TRAIN	2	6	110	37	1	9	154	1	16	-1	16	l3
reiz1_l33445	TRAIN	2	4	110	33	1	12	155	1	16	-1	16	l3
reiz1_l33446	TRAIN	2	13	111	36	1	25	158	1	16	-1	16	l3
reiz1_l33447	TRAIN	2	14	112	38	1	26	157	1	16	-1	16	l3
reiz1_l33448	TRAIN	2	33	110	37	1	29	157	1	16	-1	16	l3
reiz1_l33449	TRAIN	2	8	112	35	1	21	156	1	16	-1	16	l3
reiz1_l33450	TRAIN	2	42	114	37	1	26	160	1	16	-1	16	l3
reiz1_l33451	TRAIN	2	5	113	34	1	27	160	1	1	186	16	l3
reiz1_l33452	TRAIN	2	25	118	40	1	9	158	1	16	-1	16	l3
reiz1_l33453	TRAIN	2	43	119	38	1	28	160	1	16	-1	16	l3
reiz1_l33454	TRAIN	2	35	120	40	1	25	158	1	16	-1	16	l3
reiz1_l33455	TRAIN	2	41	122	40	1	10	157	1	16	-1	16	l3
reiz1_l33456	TRAIN	2	19	122	39	1	8	158	1	16	-1	16	l3
reiz1_l33457	TRAIN	2	21	124	40	1	16	159	1	16	-1	16	l3
reiz1_l33458	TRAIN	2	8	122	37	1	27	159	1	16	-1	16	l3
reiz1_l33459	TRAIN	1	27	192	38	1	12	160	1	16	-1	16	l3
reiz1_l33460	TRAIN	2	21	129	40	1	7	159	1	16	-1	16	l3
reiz1_l33461	TRAIN	1	45	195	38	1	45	162	1	16	-1	16	l3
reiz1_l33462	TRAIN	2	22	132	40	1	15	163	1	16	-1	16	l3
reiz1_l33463	TRAIN	2	10	132	38	1	43	165	1	16	-1	16	l3
reiz1_l33464	TRAIN	1	31	198	39	1	41	166	1	16	-1	16	l3
reiz1_l33465	TRAIN	1	36	198	39	1	57	166	1	16	-1	16	l3
reiz1_l33466	TRAIN	1	24	201	40	1	16	167	1	16	-1	16	l3
reiz1_l33467	TRAIN	1	38	201	40	1	57	168	1	16	-1	16	l3
reiz1_l33468	TRAIN	1	30	199	40	1	55	168	1	16	-1	16	l3
reiz1_l33469	TRAIN	2	20	140	41	1	28	167	1	16	-1	16	l3
reiz1_l33470	TRAIN	1	38	201	38	1	63	169	1	16	-1	16	l3
reiz1_l33471	TRAIN	1	23	200	38	1	47	168	1	16	-1	16	l3
reiz1_l33472	TRAIN	1	43	200	38	1	55	166	1	16	-1	16	l3
reiz1_l33473	TRAIN	1	42	199	39	1	53	166	1	16	-1	16	l3
reiz1_l33474	TRAIN	2	23	142	42	1	63	166	1	16	-1	16	l3
reiz1_l33475	TRAIN	1	34	200	39	1	57	168	1	16	-1	16	l3
reiz1_l33476	TRAIN	1	49	199	37	1	57	166	1	16	-1	16	l3
reiz1_l33477	TRAIN	1	40	199	37	1	58	167	1	16	-1	16	l3
reiz1_l33478	TRAIN	2	21	142	42	1	66	168	1	16	-1	16	l3
reiz1_l33479	TRAIN	1	54	198	38	1	62	167	1	16	-1	16	l3
reiz1_l33480	TRAIN	1	52	198	38	1	72	168	1	16	-1	16	l3
reiz1_l33481	TRAIN	2	23	143	43	1	57	169	1	16	-1	16	l3
reiz1_l33482	TRAIN	1	37	197	37	1	58	169	1	16	-1	16	l3
reiz1_l33483	TRAIN	1	52	197	39	1	20	168	1	16	-1	16	l3
reiz1_l33484	TRAIN	2	21	142	40	1	68	169	1	16	-1	16	l3
reiz1_l33485	TRAIN	1	53	196	37	1	57	169	1	16	-1	16	l3
reiz1_l33486	TRAIN	2	22	142	40	1	64	169	1	16	-1	16	l3
reiz1_l33487	TRAIN	1	39	196	38	1	62	169	1	16	-1	16	l3
reiz1_l33488	TRAIN	1	58	195	38	1	36	168	1	16	-1	16	l3
reiz1_l33489	TRAIN	1	60	196	37	1	61	169	1	16	-1	16	l3
reiz1_l33490	TRAIN	1	53	197	37	1	61	170	1	16	-1	16	l3
reiz1_l33491	TRAIN	1	29	196	40	1	59	170	1	16	-1	16	l3
reiz1_l33492	TRAIN	1	32	194	38	1	59	169	1	16	-1	16	l3
reiz1_l33493	TRAIN	1	38	195	39	1	56	170	1	16	-1	16	l3
reiz1_l33494	TRAIN	1	34	197	38	1	57	170	1	16	-1	16	l3
reiz1_l33495	TRAIN	1	37	196	39	1	52	170	1	16	-1	16	l3
reiz1_l33496	TRAIN	1	32	194	36	1	63	169	1	16	-1	16	l3
reiz1_l33497	TRAIN	1	37	195	39	1	58	170	1	16	-1	16	l3
reiz1_l33498	TRAIN	1	44	197	38	1	56	169	1	16	-1	16	l3
reiz1_l33499	TRAIN	1	62	196	38	1	60	169	1	16	-1	16	l3
reiz1_l33500	TRAIN	1	52	196	37	1	70	169	1	16	-1	16	l3
reiz1_l33501	TRAIN	1	57	195	38	1	63	169	1	16	-1	16	l3
reiz1_l33502	TRAIN	1	42	195	39	1	70	169	1	16	-1	16	l3
reiz1_l33503	TRAIN	1	42	195	39	1	68	170	1	16	-1	16	l3
reiz1_l33504	TRAIN	2	23	141	40	1	62	169	1	16	-1	16	l3
reiz1_l33505	TRAIN	1	58	197	39	1	69	170	1	16	-1	16	l3
reiz1_l33506	TRAIN	1	38	194	38	1	67	169	1	16	-1	16	l3
reiz1_l33507	TRAIN	1	39	195	39	1	63	169	1	16	-1	16	l3
reiz1_l33508	TRAIN	1	42	195	40	1	70	170	1	16	-1	16	l3
reiz1_l33509	TRAIN	1	48	195	39	1	61	169	1	16	-1	16	l3
reiz1_l33510	TRAIN	1	36	193	39	1	61	169	1	16	-1	16	l3
reiz1_l33511	TRAIN	1	49	194	38	1	47	168	1	16	-1	16	l3
reiz1_l33512	TRAIN	1	17	195	38	1	51	169	1	16	-1	16	l3
reiz1_l33513	TRAIN	1	47	195	39	1	62	169	1	16	-1	16	l3
reiz1_l33514	TRAIN	1	36	194	38	1	50	169	1	16	-1	16	l3
reiz1_l33515	TRAIN	1	29	193	40	1	50	168	1	16	-1	16	l3
reiz1_l33516	TRAIN	1	48	194	38	1	40	167	1	16	-1	16	l3
reiz1_l33517	TRAIN	1	30	193	40	1	60	169	1	16	-1	16	l3
reiz1_l33518	TRAIN	1	38	193	37	1	53	166	1	16	-1	16	l3
reiz1_l33519	TRAIN	1	33	192	39	1	57	168	1	16	-1	16	l3
reiz1_l33520	TRAIN	1	39	192	38	1	15	166	1	16	-1	16	l3
reiz1_l33521	TRAIN	1	54	192	38	1	21	166	1	16	-1	16	l3
reiz1_l33522	TRAIN	1	43	190	39	1	58	164	1	16	-1	16	l3
reiz1_l33523	TRAIN	1	50	190	38	1	46	165	1	16	-1	16	l3
reiz1_l33524	TRAIN	1	38	190	39	1	48	165	1	16	-1	16	l3
reiz1_l33525	TRAIN	1	29	190	40	1	43	164	1	16	-1	16	l3
reiz1_l33526	TRAIN	2	13	134	41	1	44	163	1	16	-1	16	l3
reiz1_l44060	TRAIN	2	16	129	42	1	16	173	1	1	218	16	l4
reiz1_l44061	TRAIN	2	25	127	43	1	24	173	1	1	217	16	l4
reiz1_l44062	TRAIN	2	1	127	49	1	17	172	1	1	216	16	l4
reiz1_l44063	TRAIN	2	14	120	40	1	20	174	1	1	221	16	l4
reiz1_l44064	TRAIN	2	23	120	41	1	18	173	1	1	218	16	l4
reiz1_l44065	TRAIN	2	26	117	40	1	7	172	1	1	217	16	l4
reiz1_l44066	TRAIN	2	41	115	40	1	11	171	1	1	216	16	l4
reiz1_l44067	TRAIN	2	22	114	39	1	6	172	1	1	216	16	l4
reiz1_l44068	TRAIN	2	13	147	41	2	47	113	1	1	171	16	l4
reiz1_l44069	TRAIN	2	7	145	37	2	33	112	1	1	168	16	l4
reiz1_l44070	TRAIN	2	5	144	35	2	36	110	1	1	167	16	l4
reiz1_l44071	TRAIN	2	9	144	36	2	39	110	1	1	167	16	l4
reiz1_l44072	TRAIN	2	11	144	39	2	31	110	1	1	167	16	l4
reiz1_l44073	TRAIN	2	11	144	39	2	36	111	1	1	168	16	l4
reiz1_l44074	TRAIN	2	4	145	40	2	37	110	1	1	170	16	l4
reiz1_l44075	TRAIN	2	3	147	35	2	33	111	1	1	172	16	l4
reiz1_l44076	TRAIN	2	39	112	42	1	10	170	1	1	218	16	l4
reiz1_l44077	TRAIN	2	21	112	42	1	9	171	1	1	218	16	l4
reiz1_l44078	TRAIN	2	30	114	42	1	22	173	1	1	219	16	l4
reiz1_l44079	TRAIN	2	2	150	38	2	33	114	1	1	175	16	l4
reiz1_l44080	TRAIN	2	27	115	40	1	25	175	1	1	222	16	l4
reiz1_l44081	TRAIN	2	37	118	43	1	37	178	1	1	222	16	l4
reiz1_l44082	TRAIN	2	41	119	43	1	11	179	1	1	224	16	l4
reiz1_l44083	TRAIN	2	25	122	43	1	39	183	1	1	224	16	l4
reiz1_l44084	TRAIN	2	5	120	40	1	39	184	1	1	226	16	l4
reiz1_l44085	TRAIN	2	12	122	41	1	13	187	1	1	232	16	l4
reiz1_l44086	TRAIN	2	6	125	38	1	27	188	1	1	234	16	l4
reiz1_l44087	TRAIN	2	21	128	42	1	49	190	1	1	230	16	l4
reiz1_l44088	TRAIN	2	10	128	39	1	33	192	1	1	234	16	l4
reiz1_l44089	TRAIN	2	18	130	40	1	39	193	1	1	233	16	l4
reiz1_l44090	TRAIN	2	21	132	40	1	48	193	1	1	232	16	l4
reiz1_l44091	TRAIN	1	17	235	32	1	37	193	1	1	131	16	l4
reiz1_l44092	TRAIN	2	25	135	41	1	50	193	1	1	235	16	l4
reiz1_l44093	TRAIN	2	29	134	39	1	40	193	1	1	237	16	l4
reiz1_l44094	TRAIN	1	9	232	35	1	45	193	1	1	131	16	l4
reiz1_l44095	TRAIN	2	22	134	38	1	56	193	1	1	238	16	l4
reiz1_l44096	TRAIN	2	24	134	39	1	48	193	1	1	239	16	l4
reiz1_l44097	TRAIN	1	6	233	35	1	51	193	1	1	132	16	l4
reiz1_l44098	TRAIN	2	20	137	40	1	54	192	1	1	237	16	l4
reiz1_l44099	TRAIN	1	14	232	35	1	31	192	1	1	133	16	l4
reiz1_l44100	TRAIN	1	5	232	35	1	58	193	1	1	130	16	l4
reiz1_l44101	TRAIN	1	15	238	31	1	42	194	1	1	134	16	l4
reiz1_l44102	TRAIN	1	4	242	28	1	48	193	1	1	131	16	l4
reiz1_l44103	TRAIN	1	6	233	35	1	56	193	1	1	132	16	l4
reiz1_l44104	TRAIN	3	5	3	44	2	25	133	1	1	193	1	l4
reiz1_l44105	TRAIN	1	4	243	27	1	39	193	1	1	132	16	l4
reiz1_l44106	TRAIN	1	6	237	31	1	37	193	1	1	133	16	l4
reiz1_l44107	TRAIN	1	7	241	29	1	46	194	1	1	133	16	l4
reiz1_l44108	TRAIN	1	6	242	30	1	53	195	1	1	134	16	l4
reiz1_l44109	TRAIN	1	10	238	32	1	46	195	1	1	133	16	l4
reiz1_l44110	TRAIN	1	18	236	34	1	54	194	1	1	133	16	l4
reiz1_l44111	TRAIN	2	21	135	39	1	58	193	1	1	238	16	l4
reiz1_l44112	TRAIN	1	14	235	35	1	51	194	1	1	133	16	l4
reiz1_l44113	TRAIN	1	10	233	35	1	52	194	1	1	132	16	l4
reiz1_l44114	TRAIN	1	3	241	29	1	50	192	1	1	132	16	l4
reiz1_l44115	TRAIN	1	9	242	28	1	65	193	1	1	131	16	l4
reiz1_l44116	TRAIN	1	9	232	35	1	32	191	1	1	133	16	l4
reiz1_l44117	TRAIN	1	15	235	32	1	42	192	1	1	133	16	l4
reiz1_l44118	TRAIN	3	7	3	43	1	50	195	1	1	131	1	l4
reiz1_l44119	TRAIN	1	26	236	32	1	41	194	1	1	131	16	l4
reiz1_l44120	TRAIN	3	20	3	44	1	39	194	1	1	129	1	l4
reiz1_l44121	TRAIN	3	2	4	42	1	33	193	1	1	129	1	l4
reiz1_l44122	TRAIN	1	23	239	33	1	48	194	1	1	126	16	l4
reiz1_l44123	TRAIN	1	16	239	33	1	39	193	1	1	127	16	l4
reiz1_l44124	TRAIN	1	22	237	33	1	32	193	1	1	125	16	l4
reiz1_l44125	TRAIN	3	2	-4	45	2	21	126	1	1	192	1	l4
reiz1_l44126	TRAIN	1	26	243	30	1	45	192	1	1	122	16	l4
reiz1_l44127	TRAIN	2	19	126	37	1	38	192	1	1	239	16	l4
reiz1_l44128	TRAIN	3	1	0	47	1	32	192	1	1	123	1	l4
reiz1_l44129	TRAIN	2	21	126	37	1	11	194	1	1	238	16	l4
reiz1_l44130	TRAIN	1	27	239	31	1	36	190	1	1	124	16	l4
reiz1_l44131	TRAIN	1	33	237	33	1	47	192	1	1	125	16	l4
reiz1_l44132	TRAIN	1	22	238	32	1	47	191	1	1	125	16	l4
reiz1_l44133	TRAIN	3	5	-1	45	1	28	190	1	1	124	1	l4
reiz1_l44134	TRAIN	3	2	-1	45	2	21	124	1	1	190	1	l4
reiz1_l44135	TRAIN	1	26	238	32	1	29	192	1	1	127	16	l4
reiz1_l44136	TRAIN	2	22	125	39	1	49	190	1	1	235	16	l4
reiz1_l44137	TRAIN	2	17	127	39	1	40	190	1	1	237	16	l4
reiz1_l44138	TRAIN	2	14	124	37	1	50	190	1	1	237	16	l4
reiz1_l44139	TRAIN	2	19	123	38	1	36	188	1	1	235	16	l4
reiz1_l44140	TRAIN	2	19	121	37	1	34	188	1	1	235	16	l4
reiz1_l44141	TRAIN	2	16	122	39	1	38	188	1	1	235	16	l4
reiz1_l44142	TRAIN	2	22	119	37	1	35	186	1	1	232	16	l4
reiz1_l44143	TRAIN	2	21	119	37	1	42	186	1	1	233	16	l4
reiz1_l44144	TRAIN	2	4	112	37	1	41	184	1	1	235	16	l4
reiz1_l44145	TRAIN	2	34	116	39	1	18	184	1	1	232	16	l4
reiz1_l44146	TRAIN	2	40	115	39	1	36	180	1	1	230	16	l4
reiz1_l44147	TRAIN	2	39	115	40	1	17	178	1	1	229	16	l4
reiz1_l44148	TRAIN	2	43	115	41	1	31	178	1	1	231	16	l4
reiz1_l44149	TRAIN	2	49	113	40	1	27	178	1	1	228	16	l4
reiz1_l44150	TRAIN	2	46	112	40	1	32	178	1	1	229	16	l4
reiz1_l44151	TRAIN	2	42	111	42	1	30	176	1	1	229	16	l4
reiz1_l54680	TRAIN	2	20	152	47	2	19	125	2	1	170	1	l5
reiz1_l54681	TRAIN	2	6	149	51	2	20	126	2	1	167	1	l5
reiz1_l54682	TRAIN	3	31	74	33	2	30	123	1	1	166	1	l5
reiz1_l54683	TRAIN	3	40	73	34	2	30	122	1	1	165	1	l5
reiz1_l54684	TRAIN	3	36	69	34	2	18	147	2	1	165	1	l5
reiz1_l54685	TRAIN	3	44	66	34	2	24	146	2	1	164	1	l5
reiz1_l54686	TRAIN	3	38	64	35	2	13	145	2	1	164	1	l5
reiz1_l54687	TRAIN	3	47	63	33	2	11	146	2	1	164	1	l5
reiz1_l54688	TRAIN	3	39	62	34	2	15	145	2	1	163	1	l5
reiz1_l54689	TRAIN	3	49	63	35	2	14	145	2	1	162	1	l5
reiz1_l54690	TRAIN	3	52	66	35	2	5	146	2	1	164	1	l5
reiz1_l54691	TRAIN	3	56	66	35	2	6	147	2	1	166	1	l5
reiz1_l54692	TRAIN	3	47	71	36	2	10	150	2	1	169	1	l5
reiz1_l54693	TRAIN	3	51	70	36	2	13	152	2	1	172	1	l5
reiz1_l54694	TRAIN	3	48	71	36	2	23	127	1	1	175	1	l5
reiz1_l54695	TRAIN	3	46	73	37	2	22	129	1	1	179	1	l5
reiz1_l54696	TRAIN	3	40	73	38	2	29	130	1	1	180	1	l5
reiz1_l54697	TRAIN	3	40	73	39	2	21	130	1	1	183	1	l5
reiz1_l54698	TRAIN	3	47	75	39	2	39	134	1	1	187	1	l5
reiz1_l54699	TRAIN	3	42	77	41	2	22	134	1	1	190	1	l5
reiz1_l54700	TRAIN	3	44	76	41	2	28	135	1	1	192	1	l5
reiz1_l54701	TRAIN	3	38	77	41	2	27	137	1	1	194	1	l5
reiz1_l54702	TRAIN	3	37	77	41	1	40	196	1	1	136	1	l5
reiz1_l54703	TRAIN	3	35	79	42	2	21	141	1	1	199	1	l5
reiz1_l54704	TRAIN	3	35	80	41	1	47	200	1	1	139	1	l5
reiz1_l54705	TRAIN	3	29	82	42	1	33	201	1	1	140	1	l5
reiz1_l54706	TRAIN	3	34	82	41	1	42	203	1	1	142	1	l5
reiz1_l54707	TRAIN	3	36	82	42	1	45	204	1	1	142	1	l5
reiz1_l54708	TRAIN	3	29	84	42	1	27	205	1	1	144	1	l5
reiz1_l54709	TRAIN	3	27	86	41	1	43	207	1	1	146	1	l5
reiz1_l54710	TRAIN	3	28	87	42	1	34	210	1	1	147	1	l5
reiz1_l54711	TRAIN	3	27	86	42	1	61	180	1	1	210	16	l5
reiz1_l54712	TRAIN	3	32	86	42	1	51	209	1	1	146	1	l5
reiz1_l54713	TRAIN	3	23	86	41	1	71	180	1	1	209	16	l5
reiz1_l54714	TRAIN	3	30	85	42	1	55	209	1	1	147	1	l5
reiz1_l54715	TRAIN	3	28	86	43	1	68	180	1	1	209	16	l5
reiz1_l54716	TRAIN	3	27	85	42	1	45	208	1	1	147	1	l5
reiz1_l54717	TRAIN	3	28	84	42	1	49	208	1	1	148	1	l5
reiz1_l54718	TRAIN	3	27	84	41	1	45	207	1	1	147	1	l5
reiz1_l54719	TRAIN	3	35	86	41	1	55	179	1	1	208	16	l5
reiz1_l54720	TRAIN	3	32	85	42	1	47	208	1	1	147	1	l5
reiz1_l54721	TRAIN	3	26	86	42	1	40	207	1	1	148	1	l5
reiz1_l54722	TRAIN	3	32	84	41	1	55	209	1	1	147	1	l5
reiz1_l54723	TRAIN	3	27	85	42	1	56	208	1	1	146	1	l5
reiz1_l54724	TRAIN	3	26	85	42	1	48	208	1	1	147	1	l5
reiz1_l54725	TRAIN	3	25	85	42	1	69	179	1	1	208	16	l5
reiz1_l54726	TRAIN	3	25	84	41	1	41	208	1	1	147	1	l5
reiz1_l54727	TRAIN	3	26	86	42	1	82	179	1	1	207	16	l5
reiz1_l54728	TRAIN	3	24	86	42	1	35	208	1	1	148	1	l5
reiz1_l54729	TRAIN	3	32	84	41	1	57	210	1	1	147	1	l5
reiz1_l54730	TRAIN	3	28	84	41	1	48	209	1	1	148	1	l5
reiz1_l54731	TRAIN	3	33	85	42	1	42	208	1	1	146	1	l5
reiz1_l54732	TRAIN	3	29	86	41	1	69	180	1	1	208	16	l5
reiz1_l54733	TRAIN	3	26	86	42	1	42	207	1	1	146	1	l5
reiz1_l54734	TRAIN	2	25	81	40	1	46	207	1	1	147	1	l5
reiz1_l54735	TRAIN	3	27	84	41	1	58	208	1	1	146	1	l5
reiz1_l54736	TRAIN	2	25	80	40	1	43	208	1	1	147	1	l5
reiz1_l54737	TRAIN	2	30	80	40	1	54	208	1	1	147	1	l5
reiz1_l54738	TRAIN	3	27	86	41	1	51	208	1	1	147	1	l5
reiz1_l54739	TRAIN	2	27	80	40	1	42	207	1	1	147	1	l5
reiz1_l54740	TRAIN	3	26	86	41	1	37	207	1	1	147	1	l5
reiz1_l54741	TRAIN	3	25	86	42	1	47	208	1	1	146	1	l5
reiz1_l54742	TRAIN	3	28	87	41	1	36	208	1	1	147	1	l5
reiz1_l54743	TRAIN	3	27	86	41	1	53	207	1	1	147	1	l5
reiz1_l54744	TRAIN	2	30	81	40	1	39	208	1	1	147	1	l5
reiz1_l54745	TRAIN	2	29	81	40	1	42	208	1	1	147	1	l5
reiz1_l54746	TRAIN	3	23	86	42	1	54	208	1	1	147	1	l5
reiz1_l54747	TRAIN	3	25	87	41	1	55	208	1	1	147	1	l5
reiz1_l54748	TRAIN	2	26	80	40	1	47	209	1	1	147	1	l5
reiz1_l54749	TRAIN	3	23	86	41	1	45	207	1	1	146	1	l5
reiz1_l54750	TRAIN	3	28	86	41	1	44	207	1	1	147	1	l5
reiz1_l54751	TRAIN	3	27	86	42	1	40	206	1	1	145	1	l5
reiz1_l54752	TRAIN	2	23	81	41	1	54	207	1	1	146	1	l5
reiz1_l54753	TRAIN	3	26	86	41	1	45	206	1	1	146	1	l5
reiz1_l54754	TRAIN	3	26	84	41	1	49	207	1	1	145	1	l5
reiz1_l54755	TRAIN	3	22	86	42	1	51	205	1	1	145	1	l5
reiz1_l54756	TRAIN	3	26	84	41	1	58	205	1	1	144	1	l5
reiz1_l54757	TRAIN	3	27	84	41	1	61	205	1	1	143	1	l5
reiz1_l54758	TRAIN	3	28	84	41	1	61	204	1	1	142	1	l5
reiz1_l54759	TRAIN	3	22	83	41	1	66	203	1	1	142	1	l5
reiz1_l54760	TRAIN	3	29	83	41	1	44	202	1	1	141	1	l5
reiz1_l54761	TRAIN	3	21	83	41	1	50	201	1	1	140	1	l5
reiz1_l54762	TRAIN	3	36	83	41	1	48	199	1	1	140	1	l5
reiz1_l54763	TRAIN	3	34	81	40	2	19	142	1	1	198	1	l5
reiz1_l54764	TRAIN	3	33	80	40	2	27	142	1	1	198	1	l5
reiz1_l54765	TRAIN	3	30	80	40	2	17	139	1	1	194	1	l5
reiz1_l54766	TRAIN	3	28	78	39	2	21	138	1	1	193	1	l5
reiz1_l54767	TRAIN	3	42	79	41	2	21	138	1	1	191	1	l5
reiz1_l54768	TRAIN	3	39	77	40	2	27	135	1	1	192	1	l5
reiz1_l54769	TRAIN	3	42	77	40	2	25	135	1	1	189	1	l5
reiz1_l54770	TRAIN	3	45	74	39	2	34	132	1	1	187	1	l5
reiz1_l54771	TRAIN	3	47	75	40	2	45	132	1	1	186	1	l5
reiz1_kc5250	TRAIN	1	58	148	36	16	-1	-1	16	16	-1	16	kciuk
reiz1_kc5251	TRAIN	1	42	153	37	16	-1	-1	16	16	-1	16	kciuk
reiz1_kc5252	TRAIN	1	65	154	36	16	-1	-1	16	16	-1	16	kciuk
reiz1_kc5253	TRAIN	1	61	159	36	16	-1	-1	16	16	-1	16	kciuk
reiz1_kc5254	TRAIN	1	71	161	36	16	-1	-1	16	16	-1	16	kciuk
reiz1_kc5255	TRAIN	1	42	163	37	16	-1	-1	16	16	-1	16	kciuk
reiz1_kc5256	TRAIN	1	64	165	35	16	-1	-1	16	16	-1	16	kciuk
reiz1_kc5257	TRAIN	1	69	165	35	16	-1	-1	16	16	-1	16	kciuk
reiz1_kc5258	TRAIN	1	55	167	36	16	-1	-1	16	16	-1	16	kciuk
reiz1_kc5259	TRAIN	1	69	169	36	16	-1	-1	16	16	-1	16	kciuk
reiz1_kc5260	TRAIN	1	59	167	36	16	-1	-1	16	16	-1	16	kciuk
reiz1_kc5261	TRAIN	1	81	169	36	16	-1	-1	16	16	-1	16	kciuk
reiz1_kc5262	TRAIN	1	68	168	34	16	-1	-1	16	16	-1	16	kciuk
reiz1_kc5263	TRAIN	1	68	170	35	16	-1	-1	16	16	-1	16	kciuk
reiz1_kc5264	TRAIN	1	51	169	36	16	-1	-1	16	16	-1	16	kciuk
reiz1_kc5265	TRAIN	1	53	169	36	16	-1	-1	16	16	-1	16	kciuk
reiz1_kc5266	TRAIN	1	56	167	35	16	-1	-1	16	16	-1	16	kciuk
reiz1_kc5267	TRAIN	3	1	39	33	1	55	168	16	16	-1	16	kciuk
reiz1_kc5268	TRAIN	1	47	167	36	16	-1	-1	16	16	-1	16	kciuk
